Date,Day,Month,Year,Season,Type,Country,Iso_alpha_3,State,Location,Latitude,Longitude,Latitude error,Longitude error,Activity,Activity Long,Gender,Injury,Fatal,Species
02.Jan.62,2,1,1962,Summer,Provoked,AUSTRALIA,AUS,New South Wales,"Seaspray, near Sale",-38.33222,147.161379,,,Fishing,Fishing,Unknown,"No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT",N,"Unknown, length given"
15.Feb.62,15,2,1962,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Between Smith’s Rock & Moreton Island,None,None,,,Fishing,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,Middle finger of right hand lacerated,N,"Unknown, length given"
09.Dec.62,9,12,1962,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,Carrickalinga Head,None,None,,,Fishing,Spearfishing,M,"FATAL, right leg bitten thigh to calf  ",Y,White shark
08.Dec.63,8,12,1963,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,55 miles south of Adelaide,-34.6967216,138.6870336,,,Fishing,Spearfishing,M,Torso & hand lacerated,N,White shark
13.Sept.63,13,9,1963,Spring,Provoked,AUSTRALIA,AUS,New South Wales,Wanda Beach,-34.04244975,151.1631484,,,Surfing,Surfing,M,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",N,"Unknown, length given"
13.Apr.63,13,4,1963,Autumn,Unprovoked,AUSTRALIA,AUS,Western Australia,Yallingup,-33.6395258,115.0259595,,,Surfing,"Surfing on ""chest board"" (boogie board?)",M,Arm bitten,N,"Unknown, length given"
21.Dec.63,21,12,1963,Summer,Provoked,AUSTRALIA,AUS,New South Wales,"Woolgoolga, Coffs Harbour",-30.1108288,153.2000074,,,Fishing,Fishing,M,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,N,Wobbegong shark
22.Apr.63,22,4,1963,Autumn,Provoked,AUSTRALIA,AUS,New South Wales,Clarence Head,-29.5723,153.29356,,,Fishing,Fishing,M,Foot lacerated by netted shark PROVOKED INCIDENT,N,Grey nurse shark
26.Jan.63,26,1,1963,Summer,Invalid,AUSTRALIA,AUS,New South Wales,Evans Head,-29.1174093,153.4312097,,,Swimming,Swimming,M,"9' shark in area when he disappeared, body not recovered",Unknown,Invalid
14.Nov.63,14,11,1963,Spring,Provoked,AUSTRALIA,AUS,Queensland,Mermaid Beach,-28.048387,153.4365469,,,Catching sharks under government contract,Catching sharks under government contract,M,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",N,White shark
28.Jan.63,28,1,1963,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",-33.7940024,151.2267808,,,Wading,Wading,F,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y,Bull shark
24.Feb.63,24,2,1963,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Wombarra Beach near Austinmeer,None,None,,,Fishing,Spearfishing,M,Left leg lacerated,N,Bronze whaler
26.Dec.63,26,12,1963,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Figtree Ledge, Hervey Bay",-34.4307377,150.8487279,,,Sitting in a boat,Sitting on gunwale of boat,M,"No injury, shark's tail struck his armpit",N,"Unknown, length given"
04.Jan.63,4,1,1963,Summer,Provoked,AUSTRALIA,AUS,South Australia,Off Franklin Island between Streaky Bay & Ceduna,None,None,,,Fishing,Shark fishing,Unknown,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,N,White shark
29.Nov.64,29,11,1964,Spring,Unprovoked,AUSTRALIA,AUS,Victoria,Lady Julia Percy Island,-38.41874025,142.0016908,,,Diving,Free diving with seals,M,Left leg severed,N,White shark
10.Dec.64,10,12,1964,Summer,Watercraft,AUSTRALIA,AUS,New South Wales,Port Jervis,-35.056695,150.630081,,,Fishing,Fishing,Unknown,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N,"Unknown, length given"
18.Jan.64,18,1,1964,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Hamelin Bay,-34.2202758,115.0313474,,,Diving,Freediving,M,Arm lacerated,N,Wobbegong shark
01.Jan.64,1,1,1964,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Metro coast,-33.2250186,151.2226304,,,Unknown,,Unknown,,Unknown,Unknown
02.Feb.64,2,2,1964,Summer,Invalid,AUSTRALIA,AUS,Queensland,Brisbane,-27.4689682,153.0234991,,,Swimming,Swimming,M,Body not recovered  / May have drowned prior to shark involvement,Unknown,Invalid
13.Nov.64,13,11,1964,Spring,Provoked,AUSTRALIA,AUS,New South Wales,"North Solitary Island, 8 miles from Wolli",-29.9301686,153.3916517,,,"Filming underwater, carrying powerhead","Filming underwater, carrying powerhead",M,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N,White shark
18.Nov.64,18,11,1964,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Fingal Beach, near Tweed Heads",-32.74424145,152.1709248,,,Swimming,Swimming out to rescue swimmers in difficulty,M,FATAL,Y,Unknown
28.Mar.64,28,3,1964,Autumn,Unprovoked,AUSTRALIA,AUS,South Australia,Surfers Paradise Beach near Victor Harbour,None,None,,,Surfing,Surfing,M,Left thigh lacerated,N,"Unknown, length given"
04.Oct.64,4,10,1964,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Avalon Beach, near Mandurah, 50 miles south of Perth",-33.6365039,151.3290299,,,Surfing,"Surfing, but swimming to his board",M,Abrasions & 11 teethmarks on right lower leg,N,Grey nurse shark
21.Nov.65,21,11,1965,Spring,Provoked,AUSTRALIA,AUS,Queensland,Near Brisbane,-27.4689682,153.0234991,,,Fishing,Fishing from 34' boat when pulled overboard by hooked shark,M,FATAL PROVOKED INCIDENT,Y,"Unknown, length given"
10.Dec.65,10,12,1965,Summer,Watercraft,AUSTRALIA,AUS,South Australia,Cape Jervis,-35.6061685,138.1053486,,,Fishing,Fishing,Unknown,No injury to occupants. Shark  gouged planks of boat,N,"Unknown, length given"
03.Nov.65,3,11,1965,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Oak Beach,-16.5861445,145.5234384,,,Surfing,Surfing,M,Puncture wounds to right thigh,N,Grey nurse shark
10.Jan.65,10,1,1965,Summer,Unprovoked,AUSTRALIA,AUS,Victoria,"East of Station Pier, Port Melbourne",-28.69447485,114.8429234,,,Swimming,Swimming,M,Thigh gashed,N,"Unknown, length given"
28.Dec.65,28,12,1965,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,"Bathurst Reef, Rottnest Island",-33.4285866,149.7502254,,,Fishing,"Spearfishing, but standing in knee-deep water",M,Thigh & swim fin bitten,N,Wobbegong shark
27.Dec.66,27,12,1966,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Trial Bay,-43.1343585,147.255814,,,Fishing,Spearfishing,M,Right hand lacerated,N,Grey nurse shark
20.May.66,20,5,1966,Autumn,Sea Disaster,AUSTRALIA,AUS,New South Wales,Jervis Bay,-35.1494368,150.7085321,,,Sinking of the dredge World Atlas,Sinking of the dredge World Atlas,M,FATAL,Y,Unknown
13.Sept.66,13,9,1966,Spring,Provoked,AUSTRALIA,AUS,Western Australia,Albany,-35.024782,117.883608,,,Fishing,Spearfishing,M,Involved a speared shark but no other details PROVOKED INCIDENT,Unknown,Unknown
15.Jan.66,15,1,1966,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Bellambi,-34.362853,150.9100489,,,Fishing,Spearfishing,M,Buttocks bitten,N,Wobbegong shark
27.Feb.66,27,2,1966,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Coledale Beach,-34.28860805,150.9486209,,,Treading water,Treading water,M,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",N,White shark
01.Apr.66,1,4,1966,Autumn,Sea Disaster,AUSTRALIA,AUS,New South Wales,"Botany Bay, Sydney",-33.9815082,151.1796169,,,Overturned skiff,Overturned skiff,M,Survived,N,Unknown
20.Mar.66,20,3,1966,Autumn,Provoked,AUSTRALIA,AUS,New South Wales,Maroubra,-33.9453441,151.2456824,,,Fishing,Fishing (big game),Unknown,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",N,White shark
26.Dec.66,26,12,1966,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Coogee,-33.9217004,151.2557975,,,Fishing,Spearfishing,M,Right leg bitten,N,"Unknown, length given"
10.Jan.66,10,1,1966,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Woodman Point,-32.125601,115.761227,,,Jumped into the water,Jumped into the water,M,"Lower leg nipped, arm bruised when he landed in boat",N,Wobbegong shark
27.Dec.66,27,12,1966,Summer,Provoked,AUSTRALIA,AUS,New South Wales,South West Rocks,-30.8943859,153.040677,,,Fishing,Spearfishing,M,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,N,Grey nurse shark
20.May.66,20,5,1966,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales, Bellingen,-30.373991,152.71921,,,Fishing,Fishing,M,Foot bitten,N,"Unknown, length given"
28.Aug.66,28,8,1966,Winter,Watercraft,AUSTRALIA,AUS,Northern Territory,Darwin Harbour,-12.4301775,130.7913199,,,Unknown,,M,"No injury to occupant. Shark struck vessel, jamming centreboard",N,Unknown
27.Sept.66,27,9,1966,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef",-12.0728315,96.8409375,,,Diving,"Free diving, carrying speargun",M,Shoulder lacerated,N,Bronze whaler
31.Dec.66,31,12,1966,Summer,Unprovoked,AUSTRALIA,AUS,Tasmania,"Piccaninny Point, 10 miles from Bicheno",-41.692668,148.2966788,,,Fishing,Fishing,M,"6"" laceration to left forearm ",N,"Unknown, length given"
18.Sept.66,18,9,1966,Spring,Invalid,AUSTRALIA,AUS,Western Australia,"Little Beach Reef, Bremer Bay",-32.6176821,152.3154625,,,Fishing,Spearfishing,M," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",Unknown,Invalid
10.Sept.66,10,9,1966,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Roe Reef off Rottnest Island,None,None,,,Fishing,Spearfishing,M,No injury,N,Mako shark
20.May.66,20,5,1966,Autumn,Sea Disaster,AUSTRALIA,AUS,,7 miles offshore on east coast of Australia,None,None,,,Shipwreck,Shipwreck,M,"FATAL, other human remains bitten by sharks, 13 people missing",Y,White shark
12.Mar.67,12,3,1967,Autumn,Provoked,AUSTRALIA,AUS,Victoria,Geelong,-38.1493248,144.3598241,,,Fishing,Spearfishing,M,Speared shark lacerated his arm PROVOKED INCIDENT,N,Grey nurse shark
09.May.67,9,5,1967,Autumn,Provoked,AUSTRALIA,AUS,New South Wales,Aquarium,-38.045016,145.353057,,,Feeding,Feeding a shark,M,Recorded as PROVOKED INCIDENT,N,Grey nurse shark
06.Jan.67,6,1,1967,Summer,Provoked,AUSTRALIA,AUS,Victoria,Goolwa,-35.5020818,138.7820507,,,Splashing,Splashing,M,Foot bitten when he kicked shark PROVOKED INCIDENT,N,"Unknown, length given"
10.Aug.67,10,8,1967,Winter,Invalid,AUSTRALIA,AUS,New South Wales,Jervis Bay,-35.1494368,150.7085321,,,Diving,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),M,"Disappeared, no trace of men or equipment, shark attack considered",Unknown,Invalid
30.May.67,30,5,1967,Autumn,Provoked,AUSTRALIA,AUS,South Australia,Outer Harbor,-34.7727146,138.4981585,,,Unknown,,M,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,N,Bronze whaler
30.Nov.67,30,11,1967,Spring,Provoked,AUSTRALIA,AUS,New South Wales,Wollongong,-34.4278083,150.893054,,,Diving,Freediving,M,Recorded as PROVOKED INCIDENT,N,Grey nurse shark
10.Mar.67,10,3,1967,Autumn,Invalid,AUSTRALIA,AUS,New South Wales,"Dover Heights, Sydney",-33.8739831,151.2810366,,,Vehicle plunged over cliff into the water,Vehicle plunged over cliff into the water,Unknown,"Fatal or scavenging by ""a pack of sharks""",Unknown,Invalid
19.Aug.67,19,8,1967,Winter,Unprovoked,AUSTRALIA,AUS,Western Australia,Jurien Bay,-30.3040478,115.0406027,,,Fishing,"Spearfishing, dived to pick up a float line",M,"FATAL, ""bitten in two""",Y,White shark
30.Nov.67,30,11,1967,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Surfer's Paradise,-28.017525,153.429893,,,Unknown,,M,Arm lacerated,N,Grey nurse shark
17.Dec.67,17,12,1967,Summer,Unprovoked,AUSTRALIA,AUS,Victoria,"Cheviot Beach, Portsea, Port Phillip Bay",-38.3129732,144.6672586,,,Swimming,Swimming,M,"FATAL, presumed taken by a shark, body not recovered",Y,Unknown
04.Feb.68,4,2,1968,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,Cape Jervis,-35.6061685,138.1053486,,,Fishing,Spearfishing,M,"No injury, speargun bitten",N,Bronze whaler
09.Dec.68,9,12,1968,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,Thistle Island,-34.998276,136.15758,,,Unknown,,M,Survived,N,White shark
07.Apr.68,7,4,1968,Autumn,Provoked,AUSTRALIA,AUS,New South Wales,Stockton Bight,-32.85106,151.96307,,,Unknown,,M,Foot lacerated Recorded as PROVOKED INCIDENT,N,Blue shark
20.Feb.68,20,2,1968,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Swan River,-31.9319845,115.9190544,,,Swimming,Swimming,F,Thigh lacerated,N,Unknown
02.Feb.68,2,2,1968,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Brunswick Heads,-28.538885,153.5483811,,,Unknown,,Unknown,Survived,N,Unknown
15.Apr.68,15,4,1968,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,South Coast,-27.98023,153.309616,,,Diving,"Diving. Shark “swallowed’ his hand, so he threw his other around the shark and went “shark-back riding” for 30 yards until the shark opened its jaws",M,Hand lacerated,N,Bronze whaler
26.Dec.68,26,12,1968,Summer,Provoked,AUSTRALIA,AUS,New South Wales,"Marineland Aquarium, Manley, Sydney",-37.82065095,144.9583468,,,Feeding,Feeding mullet to sharks,M,Laceration to finger by a captive shark PROVOKED INCIDENT,N,Grey nurse shark
17.Feb.69,17,2,1969,Summer,Provoked,AUSTRALIA,AUS,Tasmania,Taroona,-42.9478718,147.3503639,,,Fishing,Fishing,M,Lacerations to hand from hooked shark PROVOKED INCIDENT,N,"Unknown, length given"
27.Jan.69,27,1,1969,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Beecroft Head,-35.0134273,150.8488033,,,Diving,Freediving,M,Abrasions and lacerations to lower right leg,N,Unknown
25.Mar.69,25,3,1969,Autumn,Provoked,AUSTRALIA,AUS,New South Wales,Newcastle,-32.92667,151.780014,,,Unknown,,M,Foot lacerated. Recorded as PROVOKED INCIDENT,N,Mako shark
14.May.69,14,5,1969,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Broomfield Reef,-23.26624815,151.9438878,,,Unknown,,Unknown,Survived,N,Unknown
01.Feb.69,1,2,1969,Summer,Invalid,AUSTRALIA,AUS,Queensland,Cooktown,-15.371813,144.902857,,,Diving,Hard hat diving,M,No details,Unknown,Invalid
22.Apr.69,22,4,1969,Autumn,Invalid,AUSTRALIA,AUS,New South Wales,"Kingscliffe Beach, south of Tweed Heads",None,None,,,Netting pilchards,Netting pilchards,M,No injury,Unknown,Invalid
05.Nov.69,5,11,1969,Spring,Provoked,AUSTRALIA,AUS,New South Wales,"Marineland, Sydney",-16.7586969,145.9734566,,,Unknown,,M,PROVOKED INCIDENT,N,Unknown
01.Jan.69,1,1,1969,Summer,Unprovoked,AUSTRALIA,AUS,Victoria,Port MacDonnel,None,None,,,Unknown,,M,Minor injury ,N,Wobbegong shark
30.Nov.69,30,11,1969,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Swan River, 13 miles upstream",-31.9319845,115.9190544,,,Swimming,Swimming,M,Left thigh lacerated,N,Unknown
02.Sept.70,2,9,1970,Spring,Provoked,AUSTRALIA,AUS,New South Wales,"Marineland, Sydney",-16.7586969,145.9734566,,,Unknown,,M,PROVOKED INCIDENT,N,Unknown
05.Sept.71,5,9,1971,Spring,Unprovoked,AUSTRALIA,AUS,South Australia,Adelaide,-34.9281805,138.5999312,,,Fishing,Fishing,M," FATAL. Shark bite was minor injury, but he suffered a heart attack afterwards and died 6 hours later",Y,Unknown
23.Dec.71,23,12,1971,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Smokey Cape,-30.91277,153.07687,,,Unknown,,Unknown,Survived,N,Unknown
24.May.05,24,5,1971,Autumn,Unprovoked,AUSTRALIA,AUS,South Australia,Southport,-27.968781,153.40667,,,Surfing,Surfing,M,Severe lacerations to thigh,N,White shark
05.Dec.71,5,12,1971,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Gladstone,-23.8431724,151.256132,,,Unknown,,M,FATAL,Y,Unknown
21.Aug.71,21,8,1971,Winter,Provoked,AUSTRALIA,AUS,New South Wales,"Manly Marineland, Sydney",-33.7971937,151.2879845,,,Diving,Scuba diving & feeding fish,M,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT,N,Grey nurse shark
27.Oct.71,27,10,1971,Spring,Provoked,AUSTRALIA,AUS,New South Wales,"Marineland, Sydney",-16.7586969,145.9734566,,,Unknown,,Unknown,PROVOKED INCIDENT,N,Unknown
08.Aug.72,8,8,1972,Winter,Unprovoked,AUSTRALIA,AUS,Tasmania,Tasman Island,-43.23873035,148.002841,,,Diving,Diving for abalone,M,Left foot bitten,N,White shark
12.Feb.72,12,2,1972,Summer,Unprovoked,AUSTRALIA,AUS,Tasmania,Elliot's Cove,-42.97967,145.57336,,,Unknown,,Unknown,Survived,N,Unknown
26.Jun.72,26,6,1972,Winter,Unprovoked,AUSTRALIA,AUS,Victoria,Pancake Creek,-37.925398,145.529722,,,Unknown,,M,FATAL,Y,Unknown
26.Jun.72,26,6,1972,Winter,Unprovoked,AUSTRALIA,AUS,Victoria,Pancake Creek,-37.925398,145.529722,,,Unknown,,M,FATAL,Y,Unknown
21.Dec.72,21,12,1972,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Currumbin Rock,-28.12539935,153.4864945,,,Unknown,,M,Hand bitten,N,Unknown
01.Apr.72,1,4,1972,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Wellington Point,-27.4840595,153.2407425,,,Unknown,,F,Left leg bitten,N,Unknown
21.Oct.72,21,10,1972,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,Tabourie Beach,None,None,,,Surfing,Surfing,M,Lacerations to thigh & buttocks,N,Bronze whaler
08.Dec.72,8,12,1972,Summer,Provoked,AUSTRALIA,AUS,New South Wales,"Marineland, Sydney",-16.7586969,145.9734566,,,Unknown,,Unknown,PROVOKED INCIDENT,N,Unknown
21.Oct.72,21,10,1972,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Stevens Reef, 70 miles from Mackay",-16.35,145.9,,,Fishing,Spearfishing,M,Right arm bitten,N,Unknown
20.Feb.72,20,2,1972,Summer,Unprovoked,AUSTRALIA,AUS,Victoria,"Wilson's Promontory, Waratah Bay",-38.8338168,145.9800701,,,Surfing,Surfing,M,Laceration above knee,N,"Unknown, length given"
25.Nov.73,25,11,1973,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Swan River,-31.9319845,115.9190544,,,Unknown,,Unknown,Survived,N,Unknown
25.Aug.73,25,8,1973,Winter,Unprovoked,AUSTRALIA,AUS,Queensland,"Point Lookout, Stradbroke Island",-27.42695215,153.5297006,,,Surfing,Surfing,M,Right foot severed,N,"Unknown, length given"
26.Mar.73,26,3,1973,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Palm Island,-18.72659825,146.6058732,,,Unknown,,M,Survived,N,Unknown
27.Aug.73,27,8,1973,Winter,Unprovoked,AUSTRALIA,AUS,Queensland,Palm Cove Beach,-16.7546685,145.6720068,,,Unknown,,Unknown,,Unknown,Unknown
03.Nov.73,3,11,1973,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Gin Arm Creek,None,None,,,Unknown,,M,Knee lacerated,N,Unknown
21.Dec.74,21,12,1974,Summer,Watercraft,AUSTRALIA,AUS,South Australia,Glenelg,-34.9803673,138.5143342,,,Fishing,Fishing,M,No injury to occupant,N,White shark
12.Dec.74,12,12,1974,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Geographe Bay,-33.49947,115.52287,,,Unknown,,Unknown,Survived,N,Unknown
09.Jan.74,9,1,1974,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,Streaky Bay,-32.7380424,134.6157973,,,Diving,Diving for abalone,M,"FATAL, right leg severed  ",Y,White shark
01.Sept.74,1,9,1974,Spring,Sea Disaster,AUSTRALIA,AUS,Queensland,"Junpinpin, off Stradbroke Island",None,None,,,Fishing,3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,M,"Missing, believed taken by a shark",N,Unknown
01.Jun.74,1,6,1974,Winter,Unprovoked,AUSTRALIA,AUS,Western Australia,Emu Channel,-38.30653965,144.8015134,,,Fishing,Spearfishing,M,8 to 10 puncture marks around knee,N,Bronze whaler
09.Feb.75,9,2,1975,Summer,Unprovoked,AUSTRALIA,AUS,Victoria,Anglesea,-38.4051948,144.188958,,,Fishing,Crayfishing,M,Puncture wounds to right shoulder,N,Wobbegong shark
07.Nov.75,7,11,1975,Spring,Unprovoked,AUSTRALIA,AUS,Victoria,Lookout Point,-37.668028,147.36969,,,Unknown,,M,Puncture wounds in hand,N,Unknown
29.Dec.75,29,12,1975,Summer,Watercraft,AUSTRALIA,AUS,South Australia,Glenelg,-34.9803673,138.5143342,,,Attempting to drive shark away from the beach,Attempting to drive shark away from the beach,Unknown,"No injury, shark charged & rammed boat several times",N,"Unknown, length given"
19.Jan.75,19,1,1975,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,Coffin Bay,-34.6211018,135.4632303,,,Surfing,Surfing,M,"FATAL, body not recovered",Y,Unknown
19.Nov.75,19,11,1975,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Queenscliff, Sydney",-33.7823916,151.2854011,,,Standing,Standing,M,Laceration to posterior thigh,N,"Unknown, length given"
10.Feb.75,10,2,1975,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,(Point Sinclair) Penong,-31.9873516,132.9913392,,,Fishing,Swimming underwater from crayfish cage to a fishing bait,M,Right leg  severed FATAL,Y,White shark
05.Jul.75,5,7,1975,Winter,Provoked,AUSTRALIA,AUS,Western Australia,"15 km north of Lancelin, north of Perth",-31.0225285,115.3301909,,,Fishing,Spearfishing,M,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,N,Bronze whaler
12.Oct.75,12,10,1975,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,"Lennox Head, Ballina",-28.7910334,153.5878047,,,Surfing,Surfing,M,"Cracked jaw & broken tooth, shark took chunk out of surfboard",N,Bronze whaler
07.Feb.75,7,2,1975,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Currumbin Rock,-28.12539935,153.4864945,,,Unknown,,M,Survived,N,Unknown
13.Mar.75,13,3,1975,Autumn,Provoked,AUSTRALIA,AUS,Queensland,Southport Aquarium,-27.9666628,153.3999984,,,Diving,Diving & force-feeding the shark,Unknown,Laceration to thigh by captive shark PROVOKED INCIDENT,N,Bronze whaler
26.Jul.75,26,7,1975,Winter,Unprovoked,AUSTRALIA,AUS,Queensland,Maroochydore,-26.6556523,153.0946684,,,Surfing,Surfing,M,Buttocks & leg bitten,N,"Unknown, length given"
18.Mar.75,18,3,1975,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Mornington Island,-16.5625647,139.3406409,,,Unknown,,F,Hand bitten,N,Unknown
02.Dec.75,2,12,1975,Summer,Provoked,AUSTRALIA,AUS,New South Wales,"Porpoise Pool, Tweed Heads",-30.2980499,153.1372652,,,Feeding,Filming & feeding captive sharks,M,Tooth mark in left elbow PROVOKED INCIDENT,N,Grey nurse shark
30.Jul.75,30,7,1975,Winter,Unprovoked,AUSTRALIA,AUS,Tasmania,"Fluted Cape, Bruny Island",-43.3604373,147.3752599,,,Diving,Diving for abalone (Scuba),M,FATAL,Y,White shark
12.Jan.76,12,1,1976,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Harvey Bay,-34.3599096,136.0797517,,,Unknown,,F,Survived,N,Unknown
19.Sept.76,19,9,1976,Spring,Unprovoked,AUSTRALIA,AUS,South Australia,"Point Lowly, north of Whyalla",-32.9840684,137.7804351,,,Diving,"Skindiving,",M,"Right leg bitten below the knee, left ankle & foot lacerated",N,"Unknown, length given"
26.Nov.76,26,11,1976,Spring,Invalid,AUSTRALIA,AUS,Queensland,Southport Bar,-27.9678,153.4136,,,Unknown,,Unknown,"Missing, believed taken by a shark, but not confirmed",Unknown,Invalid
29.Dec.76,29,12,1976,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Caloundra,-26.7981633,153.1354434,,,Unknown,,M,Survived,N,Unknown
01.Jun.76,1,6,1976,Winter,Watercraft,AUSTRALIA,AUS,Queensland,Off Stradbroke Island,None,None,,,Sitting in a boat,Sitting in bow of her father's 5 m boat,F,"Shark jumped in boat, hitting her in the face & knocking her unconscious",N,"Unknown, length given"
04.Feb.77,4,2,1977,Summer,Invalid,AUSTRALIA,AUS,Victoria,Sorrento Back Beach,-38.3457744,144.7247884,,,Unknown,,M,Shark involvement prior to death was unconfirmed,Unknown,Invalid
26.Apr.77,26,4,1977,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Tallebudgera,-28.1509045,153.4205422,,,Unknown,,M,Survived,N,Unknown
16.May.77,16,5,1977,Autumn,Invalid,AUSTRALIA,AUS,Queensland,Southport,-27.968781,153.40667,,,Unknown,,M,"Missing, believed taken by a shark",Unknown,Unknown
26.Feb.77,26,2,1977,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Kingscliffe Beach, south of Tweed Heads",None,None,,,Surfing,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N,"Unknown, length given"
23.Aug.77,23,8,1977,Winter,Unprovoked,AUSTRALIA,AUS,Queensland,"Buddina Beach, south of Noosa",None,None,,,Floating,Floating on an inflatable raft,M,"FATAL, left arm severed, legs bitten ",Y,Unknown
13.Mar.77,13,3,1977,Autumn,Sea Disaster,AUSTRALIA,AUS,Queensland,Near Moreton Island in Moreton Bay,None,None,,,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days","Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,"His feet were bitten by sharks, but he was rescued by a charter boat that arrived on the scene just an hour and 15 minutes after the sharks first appeared, too late to save the lives of Hayes and Beaver",N,Unknown
13.Mar.77,13,3,1977,Autumn,Sea Disaster,AUSTRALIA,AUS,Queensland,Near Moreton Island in Moreton Bay,None,None,,,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days","Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,FATAL,Y,Unknown
