Year,Country,Iso_alpha-3,Occurrences,Cumulative Occurrences,Continent
1830,Marshall Islands,MHL,0,0,Oceania
1831,Marshall Islands,MHL,0,0,Oceania
1832,Marshall Islands,MHL,0,0,Oceania
1834,Marshall Islands,MHL,0,0,Oceania
1835,Marshall Islands,MHL,0,0,Oceania
1836,Marshall Islands,MHL,0,0,Oceania
1837,Marshall Islands,MHL,0,0,Oceania
1839,Marshall Islands,MHL,0,0,Oceania
1840,Marshall Islands,MHL,0,0,Oceania
1841,Marshall Islands,MHL,0,0,Oceania
1842,Marshall Islands,MHL,0,0,Oceania
1844,Marshall Islands,MHL,0,0,Oceania
1845,Marshall Islands,MHL,0,0,Oceania
1846,Marshall Islands,MHL,0,0,Oceania
1847,Marshall Islands,MHL,0,0,Oceania
1848,Marshall Islands,MHL,0,0,Oceania
1849,Marshall Islands,MHL,0,0,Oceania
1850,Marshall Islands,MHL,0,0,Oceania
1851,Marshall Islands,MHL,0,0,Oceania
1852,Marshall Islands,MHL,0,0,Oceania
1853,Marshall Islands,MHL,0,0,Oceania
1855,Marshall Islands,MHL,0,0,Oceania
1856,Marshall Islands,MHL,0,0,Oceania
1857,Marshall Islands,MHL,0,0,Oceania
1858,Marshall Islands,MHL,0,0,Oceania
1859,Marshall Islands,MHL,0,0,Oceania
1860,Marshall Islands,MHL,0,0,Oceania
1861,Marshall Islands,MHL,0,0,Oceania
1862,Marshall Islands,MHL,0,0,Oceania
1863,Marshall Islands,MHL,0,0,Oceania
1864,Marshall Islands,MHL,0,0,Oceania
1865,Marshall Islands,MHL,0,0,Oceania
1866,Marshall Islands,MHL,0,0,Oceania
1867,Marshall Islands,MHL,0,0,Oceania
1868,Marshall Islands,MHL,0,0,Oceania
1869,Marshall Islands,MHL,0,0,Oceania
1870,Marshall Islands,MHL,0,0,Oceania
1871,Marshall Islands,MHL,0,0,Oceania
1872,Marshall Islands,MHL,0,0,Oceania
1873,Marshall Islands,MHL,0,0,Oceania
1874,Marshall Islands,MHL,0,0,Oceania
1875,Marshall Islands,MHL,0,0,Oceania
1876,Marshall Islands,MHL,0,0,Oceania
1877,Marshall Islands,MHL,0,0,Oceania
1878,Marshall Islands,MHL,0,0,Oceania
1879,Marshall Islands,MHL,0,0,Oceania
1880,Marshall Islands,MHL,0,0,Oceania
1881,Marshall Islands,MHL,0,0,Oceania
1882,Marshall Islands,MHL,0,0,Oceania
1883,Marshall Islands,MHL,0,0,Oceania
1884,Marshall Islands,MHL,0,0,Oceania
1885,Marshall Islands,MHL,0,0,Oceania
1886,Marshall Islands,MHL,0,0,Oceania
1887,Marshall Islands,MHL,0,0,Oceania
1888,Marshall Islands,MHL,0,0,Oceania
1889,Marshall Islands,MHL,0,0,Oceania
1890,Marshall Islands,MHL,0,0,Oceania
1891,Marshall Islands,MHL,0,0,Oceania
1892,Marshall Islands,MHL,0,0,Oceania
1893,Marshall Islands,MHL,0,0,Oceania
1894,Marshall Islands,MHL,0,0,Oceania
1895,Marshall Islands,MHL,0,0,Oceania
1896,Marshall Islands,MHL,0,0,Oceania
1897,Marshall Islands,MHL,1,1,Oceania
1898,Marshall Islands,MHL,0,1,Oceania
1899,Marshall Islands,MHL,0,1,Oceania
1900,Marshall Islands,MHL,0,1,Oceania
1901,Marshall Islands,MHL,0,1,Oceania
1902,Marshall Islands,MHL,0,1,Oceania
1903,Marshall Islands,MHL,0,1,Oceania
1904,Marshall Islands,MHL,0,1,Oceania
1905,Marshall Islands,MHL,0,1,Oceania
1906,Marshall Islands,MHL,0,1,Oceania
1907,Marshall Islands,MHL,0,1,Oceania
1908,Marshall Islands,MHL,0,1,Oceania
1909,Marshall Islands,MHL,0,1,Oceania
1910,Marshall Islands,MHL,0,1,Oceania
1911,Marshall Islands,MHL,0,1,Oceania
1912,Marshall Islands,MHL,0,1,Oceania
1913,Marshall Islands,MHL,0,1,Oceania
1914,Marshall Islands,MHL,0,1,Oceania
1915,Marshall Islands,MHL,0,1,Oceania
1916,Marshall Islands,MHL,0,1,Oceania
1917,Marshall Islands,MHL,0,1,Oceania
1918,Marshall Islands,MHL,0,1,Oceania
1919,Marshall Islands,MHL,0,1,Oceania
1920,Marshall Islands,MHL,0,1,Oceania
1921,Marshall Islands,MHL,0,1,Oceania
1922,Marshall Islands,MHL,0,1,Oceania
1923,Marshall Islands,MHL,0,1,Oceania
1924,Marshall Islands,MHL,0,1,Oceania
1925,Marshall Islands,MHL,0,1,Oceania
1926,Marshall Islands,MHL,0,1,Oceania
1927,Marshall Islands,MHL,0,1,Oceania
1928,Marshall Islands,MHL,0,1,Oceania
1929,Marshall Islands,MHL,0,1,Oceania
1930,Marshall Islands,MHL,0,1,Oceania
1931,Marshall Islands,MHL,0,1,Oceania
1932,Marshall Islands,MHL,0,1,Oceania
1933,Marshall Islands,MHL,0,1,Oceania
1934,Marshall Islands,MHL,0,1,Oceania
1935,Marshall Islands,MHL,0,1,Oceania
1936,Marshall Islands,MHL,0,1,Oceania
1937,Marshall Islands,MHL,0,1,Oceania
1938,Marshall Islands,MHL,0,1,Oceania
1939,Marshall Islands,MHL,0,1,Oceania
1940,Marshall Islands,MHL,0,1,Oceania
1941,Marshall Islands,MHL,0,1,Oceania
1942,Marshall Islands,MHL,0,1,Oceania
1943,Marshall Islands,MHL,0,1,Oceania
1944,Marshall Islands,MHL,0,1,Oceania
1945,Marshall Islands,MHL,0,1,Oceania
1946,Marshall Islands,MHL,1,2,Oceania
1947,Marshall Islands,MHL,0,2,Oceania
1948,Marshall Islands,MHL,0,2,Oceania
1949,Marshall Islands,MHL,0,2,Oceania
1950,Marshall Islands,MHL,0,2,Oceania
1951,Marshall Islands,MHL,0,2,Oceania
1952,Marshall Islands,MHL,0,2,Oceania
1953,Marshall Islands,MHL,0,2,Oceania
1954,Marshall Islands,MHL,0,2,Oceania
1955,Marshall Islands,MHL,0,2,Oceania
1956,Marshall Islands,MHL,0,2,Oceania
1957,Marshall Islands,MHL,1,3,Oceania
1958,Marshall Islands,MHL,0,3,Oceania
1959,Marshall Islands,MHL,0,3,Oceania
1960,Marshall Islands,MHL,2,5,Oceania
1961,Marshall Islands,MHL,0,5,Oceania
1962,Marshall Islands,MHL,1,6,Oceania
1963,Marshall Islands,MHL,0,6,Oceania
1964,Marshall Islands,MHL,0,6,Oceania
1965,Marshall Islands,MHL,0,6,Oceania
1966,Marshall Islands,MHL,0,6,Oceania
1967,Marshall Islands,MHL,0,6,Oceania
1968,Marshall Islands,MHL,0,6,Oceania
1969,Marshall Islands,MHL,0,6,Oceania
1970,Marshall Islands,MHL,0,6,Oceania
1971,Marshall Islands,MHL,0,6,Oceania
1972,Marshall Islands,MHL,1,7,Oceania
1973,Marshall Islands,MHL,0,7,Oceania
1974,Marshall Islands,MHL,0,7,Oceania
1975,Marshall Islands,MHL,0,7,Oceania
1976,Marshall Islands,MHL,0,7,Oceania
1977,Marshall Islands,MHL,0,7,Oceania
1978,Marshall Islands,MHL,2,9,Oceania
1979,Marshall Islands,MHL,0,9,Oceania
1980,Marshall Islands,MHL,0,9,Oceania
1981,Marshall Islands,MHL,0,9,Oceania
1982,Marshall Islands,MHL,0,9,Oceania
1983,Marshall Islands,MHL,0,9,Oceania
1984,Marshall Islands,MHL,0,9,Oceania
1985,Marshall Islands,MHL,0,9,Oceania
1986,Marshall Islands,MHL,0,9,Oceania
1987,Marshall Islands,MHL,0,9,Oceania
1988,Marshall Islands,MHL,0,9,Oceania
1989,Marshall Islands,MHL,0,9,Oceania
1990,Marshall Islands,MHL,0,9,Oceania
1991,Marshall Islands,MHL,0,9,Oceania
1992,Marshall Islands,MHL,0,9,Oceania
1993,Marshall Islands,MHL,0,9,Oceania
1994,Marshall Islands,MHL,0,9,Oceania
1995,Marshall Islands,MHL,0,9,Oceania
1996,Marshall Islands,MHL,0,9,Oceania
1997,Marshall Islands,MHL,0,9,Oceania
1998,Marshall Islands,MHL,0,9,Oceania
1999,Marshall Islands,MHL,3,12,Oceania
2000,Marshall Islands,MHL,0,12,Oceania
2001,Marshall Islands,MHL,0,12,Oceania
2002,Marshall Islands,MHL,0,12,Oceania
2003,Marshall Islands,MHL,0,12,Oceania
2004,Marshall Islands,MHL,0,12,Oceania
2005,Marshall Islands,MHL,0,12,Oceania
2006,Marshall Islands,MHL,0,12,Oceania
2007,Marshall Islands,MHL,0,12,Oceania
2008,Marshall Islands,MHL,0,12,Oceania
2009,Marshall Islands,MHL,0,12,Oceania
2010,Marshall Islands,MHL,0,12,Oceania
2011,Marshall Islands,MHL,0,12,Oceania
2012,Marshall Islands,MHL,0,12,Oceania
2013,Marshall Islands,MHL,0,12,Oceania
2014,Marshall Islands,MHL,0,12,Oceania
2015,Marshall Islands,MHL,0,12,Oceania
2016,Marshall Islands,MHL,0,12,Oceania
2017,Marshall Islands,MHL,0,12,Oceania
2018,Marshall Islands,MHL,0,12,Oceania
2019,Marshall Islands,MHL,0,12,Oceania
2020,Marshall Islands,MHL,0,12,Oceania
2021,Marshall Islands,MHL,0,12,Oceania
2022,Marshall Islands,MHL,0,12,Oceania
2023,Marshall Islands,MHL,0,12,Oceania
2024,Marshall Islands,MHL,0,12,Oceania
1700,Malta,MLT,0,0,Europe
1703,Malta,MLT,0,0,Europe
1721,Malta,MLT,0,0,Europe
1733,Malta,MLT,0,0,Europe
1738,Malta,MLT,0,0,Europe
1748,Malta,MLT,0,0,Europe
1749,Malta,MLT,0,0,Europe
1751,Malta,MLT,0,0,Europe
1753,Malta,MLT,0,0,Europe
1755,Malta,MLT,0,0,Europe
1764,Malta,MLT,0,0,Europe
1767,Malta,MLT,0,0,Europe
1771,Malta,MLT,0,0,Europe
1776,Malta,MLT,0,0,Europe
1779,Malta,MLT,0,0,Europe
1780,Malta,MLT,0,0,Europe
1783,Malta,MLT,0,0,Europe
1784,Malta,MLT,0,0,Europe
1785,Malta,MLT,0,0,Europe
1786,Malta,MLT,0,0,Europe
1788,Malta,MLT,0,0,Europe
1791,Malta,MLT,0,0,Europe
1792,Malta,MLT,0,0,Europe
1800,Malta,MLT,0,0,Europe
1802,Malta,MLT,0,0,Europe
1803,Malta,MLT,0,0,Europe
1804,Malta,MLT,0,0,Europe
1805,Malta,MLT,0,0,Europe
1807,Malta,MLT,0,0,Europe
1808,Malta,MLT,0,0,Europe
1810,Malta,MLT,0,0,Europe
1812,Malta,MLT,0,0,Europe
1815,Malta,MLT,0,0,Europe
1816,Malta,MLT,0,0,Europe
1817,Malta,MLT,0,0,Europe
1818,Malta,MLT,0,0,Europe
1819,Malta,MLT,0,0,Europe
1822,Malta,MLT,0,0,Europe
1823,Malta,MLT,0,0,Europe
1825,Malta,MLT,0,0,Europe
1826,Malta,MLT,0,0,Europe
1827,Malta,MLT,0,0,Europe
1828,Malta,MLT,0,0,Europe
1829,Malta,MLT,0,0,Europe
1830,Malta,MLT,0,0,Europe
1831,Malta,MLT,0,0,Europe
1832,Malta,MLT,0,0,Europe
1834,Malta,MLT,0,0,Europe
1835,Malta,MLT,0,0,Europe
1836,Malta,MLT,0,0,Europe
1837,Malta,MLT,0,0,Europe
1839,Malta,MLT,0,0,Europe
1840,Malta,MLT,0,0,Europe
1841,Malta,MLT,0,0,Europe
1842,Malta,MLT,0,0,Europe
1844,Malta,MLT,0,0,Europe
1845,Malta,MLT,0,0,Europe
1846,Malta,MLT,0,0,Europe
1847,Malta,MLT,0,0,Europe
1848,Malta,MLT,0,0,Europe
1849,Malta,MLT,0,0,Europe
1850,Malta,MLT,0,0,Europe
1851,Malta,MLT,0,0,Europe
1852,Malta,MLT,0,0,Europe
1853,Malta,MLT,0,0,Europe
1855,Malta,MLT,0,0,Europe
1856,Malta,MLT,0,0,Europe
1857,Malta,MLT,0,0,Europe
1858,Malta,MLT,0,0,Europe
1859,Malta,MLT,0,0,Europe
1860,Malta,MLT,0,0,Europe
1861,Malta,MLT,0,0,Europe
1862,Malta,MLT,0,0,Europe
1863,Malta,MLT,0,0,Europe
1864,Malta,MLT,0,0,Europe
1865,Malta,MLT,0,0,Europe
1866,Malta,MLT,0,0,Europe
1867,Malta,MLT,0,0,Europe
1868,Malta,MLT,0,0,Europe
1869,Malta,MLT,0,0,Europe
1870,Malta,MLT,0,0,Europe
1871,Malta,MLT,0,0,Europe
1872,Malta,MLT,0,0,Europe
1873,Malta,MLT,0,0,Europe
1874,Malta,MLT,0,0,Europe
1875,Malta,MLT,0,0,Europe
1876,Malta,MLT,0,0,Europe
1877,Malta,MLT,0,0,Europe
1878,Malta,MLT,0,0,Europe
1879,Malta,MLT,0,0,Europe
1880,Malta,MLT,0,0,Europe
1881,Malta,MLT,0,0,Europe
1882,Malta,MLT,0,0,Europe
1883,Malta,MLT,0,0,Europe
1884,Malta,MLT,0,0,Europe
1885,Malta,MLT,0,0,Europe
1886,Malta,MLT,0,0,Europe
1887,Malta,MLT,0,0,Europe
1888,Malta,MLT,0,0,Europe
1889,Malta,MLT,0,0,Europe
1890,Malta,MLT,1,1,Europe
1891,Malta,MLT,0,1,Europe
1892,Malta,MLT,0,1,Europe
1893,Malta,MLT,0,1,Europe
1894,Malta,MLT,0,1,Europe
1895,Malta,MLT,0,1,Europe
1896,Malta,MLT,0,1,Europe
1897,Malta,MLT,0,1,Europe
1898,Malta,MLT,0,1,Europe
1899,Malta,MLT,0,1,Europe
1900,Malta,MLT,0,1,Europe
1901,Malta,MLT,0,1,Europe
1902,Malta,MLT,0,1,Europe
1903,Malta,MLT,0,1,Europe
1904,Malta,MLT,0,1,Europe
1905,Malta,MLT,0,1,Europe
1906,Malta,MLT,0,1,Europe
1907,Malta,MLT,1,2,Europe
1908,Malta,MLT,0,2,Europe
1909,Malta,MLT,0,2,Europe
1910,Malta,MLT,0,2,Europe
1911,Malta,MLT,0,2,Europe
1912,Malta,MLT,0,2,Europe
1913,Malta,MLT,0,2,Europe
1914,Malta,MLT,0,2,Europe
1915,Malta,MLT,0,2,Europe
1916,Malta,MLT,0,2,Europe
1917,Malta,MLT,0,2,Europe
1918,Malta,MLT,0,2,Europe
1919,Malta,MLT,0,2,Europe
1920,Malta,MLT,0,2,Europe
1921,Malta,MLT,0,2,Europe
1922,Malta,MLT,0,2,Europe
1923,Malta,MLT,0,2,Europe
1924,Malta,MLT,0,2,Europe
1925,Malta,MLT,0,2,Europe
1926,Malta,MLT,0,2,Europe
1927,Malta,MLT,0,2,Europe
1928,Malta,MLT,0,2,Europe
1929,Malta,MLT,0,2,Europe
1930,Malta,MLT,0,2,Europe
1931,Malta,MLT,0,2,Europe
1932,Malta,MLT,0,2,Europe
1933,Malta,MLT,0,2,Europe
1934,Malta,MLT,0,2,Europe
1935,Malta,MLT,0,2,Europe
1936,Malta,MLT,0,2,Europe
1937,Malta,MLT,0,2,Europe
1938,Malta,MLT,0,2,Europe
1939,Malta,MLT,0,2,Europe
1940,Malta,MLT,0,2,Europe
1941,Malta,MLT,0,2,Europe
1942,Malta,MLT,0,2,Europe
1943,Malta,MLT,0,2,Europe
1944,Malta,MLT,0,2,Europe
1945,Malta,MLT,0,2,Europe
1946,Malta,MLT,0,2,Europe
1947,Malta,MLT,0,2,Europe
1948,Malta,MLT,0,2,Europe
1949,Malta,MLT,0,2,Europe
1950,Malta,MLT,0,2,Europe
1951,Malta,MLT,0,2,Europe
1952,Malta,MLT,0,2,Europe
1953,Malta,MLT,0,2,Europe
1954,Malta,MLT,0,2,Europe
1955,Malta,MLT,0,2,Europe
1956,Malta,MLT,2,4,Europe
1957,Malta,MLT,0,4,Europe
1958,Malta,MLT,0,4,Europe
1959,Malta,MLT,0,4,Europe
1960,Malta,MLT,0,4,Europe
1961,Malta,MLT,0,4,Europe
1962,Malta,MLT,0,4,Europe
1963,Malta,MLT,0,4,Europe
1964,Malta,MLT,0,4,Europe
1965,Malta,MLT,0,4,Europe
1966,Malta,MLT,0,4,Europe
1967,Malta,MLT,0,4,Europe
1968,Malta,MLT,0,4,Europe
1969,Malta,MLT,0,4,Europe
1970,Malta,MLT,0,4,Europe
1971,Malta,MLT,0,4,Europe
1972,Malta,MLT,0,4,Europe
1973,Malta,MLT,0,4,Europe
1974,Malta,MLT,0,4,Europe
1975,Malta,MLT,0,4,Europe
1976,Malta,MLT,0,4,Europe
1977,Malta,MLT,0,4,Europe
1978,Malta,MLT,0,4,Europe
1979,Malta,MLT,0,4,Europe
1980,Malta,MLT,0,4,Europe
1981,Malta,MLT,0,4,Europe
1982,Malta,MLT,0,4,Europe
1983,Malta,MLT,0,4,Europe
1984,Malta,MLT,0,4,Europe
1985,Malta,MLT,0,4,Europe
1986,Malta,MLT,0,4,Europe
1987,Malta,MLT,0,4,Europe
1988,Malta,MLT,0,4,Europe
1989,Malta,MLT,0,4,Europe
1990,Malta,MLT,0,4,Europe
1991,Malta,MLT,0,4,Europe
1992,Malta,MLT,0,4,Europe
1993,Malta,MLT,0,4,Europe
1994,Malta,MLT,0,4,Europe
1995,Malta,MLT,0,4,Europe
1996,Malta,MLT,0,4,Europe
1997,Malta,MLT,0,4,Europe
1998,Malta,MLT,0,4,Europe
1999,Malta,MLT,0,4,Europe
2000,Malta,MLT,0,4,Europe
2001,Malta,MLT,0,4,Europe
2002,Malta,MLT,0,4,Europe
2003,Malta,MLT,0,4,Europe
2004,Malta,MLT,0,4,Europe
2005,Malta,MLT,0,4,Europe
2006,Malta,MLT,0,4,Europe
2007,Malta,MLT,0,4,Europe
2008,Malta,MLT,0,4,Europe
2009,Malta,MLT,0,4,Europe
2010,Malta,MLT,1,5,Europe
2011,Malta,MLT,0,5,Europe
2012,Malta,MLT,0,5,Europe
2013,Malta,MLT,0,5,Europe
2014,Malta,MLT,0,5,Europe
2015,Malta,MLT,0,5,Europe
2016,Malta,MLT,0,5,Europe
2017,Malta,MLT,0,5,Europe
2018,Malta,MLT,0,5,Europe
2019,Malta,MLT,0,5,Europe
2020,Malta,MLT,0,5,Europe
2021,Malta,MLT,0,5,Europe
2022,Malta,MLT,0,5,Europe
2023,Malta,MLT,0,5,Europe
2024,Malta,MLT,0,5,Europe
1700,Burma,MMR,0,0,Asia
1703,Burma,MMR,0,0,Asia
1721,Burma,MMR,0,0,Asia
1733,Burma,MMR,0,0,Asia
1738,Burma,MMR,0,0,Asia
1748,Burma,MMR,0,0,Asia
1749,Burma,MMR,0,0,Asia
1751,Burma,MMR,0,0,Asia
1753,Burma,MMR,0,0,Asia
1755,Burma,MMR,0,0,Asia
1764,Burma,MMR,0,0,Asia
1767,Burma,MMR,0,0,Asia
1771,Burma,MMR,0,0,Asia
1776,Burma,MMR,0,0,Asia
1779,Burma,MMR,0,0,Asia
1780,Burma,MMR,0,0,Asia
1783,Burma,MMR,0,0,Asia
1784,Burma,MMR,0,0,Asia
1785,Burma,MMR,0,0,Asia
1786,Burma,MMR,0,0,Asia
1788,Burma,MMR,0,0,Asia
1791,Burma,MMR,0,0,Asia
1792,Burma,MMR,0,0,Asia
1800,Burma,MMR,0,0,Asia
1802,Burma,MMR,0,0,Asia
1803,Burma,MMR,0,0,Asia
1804,Burma,MMR,0,0,Asia
1805,Burma,MMR,0,0,Asia
1807,Burma,MMR,0,0,Asia
1808,Burma,MMR,0,0,Asia
1810,Burma,MMR,0,0,Asia
1812,Burma,MMR,0,0,Asia
1815,Burma,MMR,0,0,Asia
1816,Burma,MMR,0,0,Asia
1817,Burma,MMR,0,0,Asia
1818,Burma,MMR,0,0,Asia
1819,Burma,MMR,0,0,Asia
1822,Burma,MMR,0,0,Asia
1823,Burma,MMR,0,0,Asia
1825,Burma,MMR,0,0,Asia
1826,Burma,MMR,0,0,Asia
1827,Burma,MMR,0,0,Asia
1828,Burma,MMR,0,0,Asia
1829,Burma,MMR,0,0,Asia
1830,Burma,MMR,0,0,Asia
1831,Burma,MMR,0,0,Asia
1832,Burma,MMR,0,0,Asia
1834,Burma,MMR,0,0,Asia
1835,Burma,MMR,0,0,Asia
1836,Burma,MMR,0,0,Asia
1837,Burma,MMR,0,0,Asia
1839,Burma,MMR,0,0,Asia
1840,Burma,MMR,0,0,Asia
1841,Burma,MMR,0,0,Asia
1842,Burma,MMR,0,0,Asia
1844,Burma,MMR,0,0,Asia
1845,Burma,MMR,0,0,Asia
1846,Burma,MMR,0,0,Asia
1847,Burma,MMR,0,0,Asia
1848,Burma,MMR,0,0,Asia
1849,Burma,MMR,0,0,Asia
1850,Burma,MMR,0,0,Asia
1851,Burma,MMR,0,0,Asia
1852,Burma,MMR,0,0,Asia
1853,Burma,MMR,0,0,Asia
1855,Burma,MMR,0,0,Asia
1856,Burma,MMR,0,0,Asia
1857,Burma,MMR,0,0,Asia
1858,Burma,MMR,0,0,Asia
1859,Burma,MMR,0,0,Asia
1860,Burma,MMR,0,0,Asia
1861,Burma,MMR,0,0,Asia
1862,Burma,MMR,0,0,Asia
1863,Burma,MMR,0,0,Asia
1864,Burma,MMR,0,0,Asia
1865,Burma,MMR,0,0,Asia
1866,Burma,MMR,0,0,Asia
1867,Burma,MMR,0,0,Asia
1868,Burma,MMR,0,0,Asia
1869,Burma,MMR,0,0,Asia
1870,Burma,MMR,0,0,Asia
1871,Burma,MMR,0,0,Asia
1872,Burma,MMR,0,0,Asia
1873,Burma,MMR,0,0,Asia
1874,Burma,MMR,0,0,Asia
1875,Burma,MMR,0,0,Asia
1876,Burma,MMR,0,0,Asia
1877,Burma,MMR,0,0,Asia
1878,Burma,MMR,0,0,Asia
1879,Burma,MMR,0,0,Asia
1880,Burma,MMR,0,0,Asia
1881,Burma,MMR,0,0,Asia
1882,Burma,MMR,0,0,Asia
1883,Burma,MMR,0,0,Asia
1884,Burma,MMR,0,0,Asia
1885,Burma,MMR,0,0,Asia
1886,Burma,MMR,0,0,Asia
1887,Burma,MMR,0,0,Asia
1888,Burma,MMR,0,0,Asia
1889,Burma,MMR,0,0,Asia
1890,Burma,MMR,0,0,Asia
1891,Burma,MMR,0,0,Asia
1892,Burma,MMR,0,0,Asia
1893,Burma,MMR,0,0,Asia
1894,Burma,MMR,2,2,Asia
1895,Burma,MMR,0,2,Asia
1896,Burma,MMR,0,2,Asia
1897,Burma,MMR,0,2,Asia
1898,Burma,MMR,0,2,Asia
1899,Burma,MMR,0,2,Asia
1900,Burma,MMR,0,2,Asia
1901,Burma,MMR,0,2,Asia
1902,Burma,MMR,0,2,Asia
1903,Burma,MMR,0,2,Asia
1904,Burma,MMR,0,2,Asia
1905,Burma,MMR,0,2,Asia
1906,Burma,MMR,0,2,Asia
1907,Burma,MMR,0,2,Asia
1908,Burma,MMR,0,2,Asia
1909,Burma,MMR,0,2,Asia
1910,Burma,MMR,0,2,Asia
1911,Burma,MMR,0,2,Asia
1912,Burma,MMR,0,2,Asia
1913,Burma,MMR,0,2,Asia
1914,Burma,MMR,0,2,Asia
1915,Burma,MMR,0,2,Asia
1916,Burma,MMR,0,2,Asia
1917,Burma,MMR,0,2,Asia
1918,Burma,MMR,0,2,Asia
1919,Burma,MMR,0,2,Asia
1920,Burma,MMR,0,2,Asia
1921,Burma,MMR,0,2,Asia
1922,Burma,MMR,0,2,Asia
1923,Burma,MMR,0,2,Asia
1924,Burma,MMR,0,2,Asia
1925,Burma,MMR,0,2,Asia
1926,Burma,MMR,0,2,Asia
1927,Burma,MMR,0,2,Asia
1928,Burma,MMR,0,2,Asia
1929,Burma,MMR,0,2,Asia
1930,Burma,MMR,0,2,Asia
1931,Burma,MMR,0,2,Asia
1932,Burma,MMR,0,2,Asia
1933,Burma,MMR,0,2,Asia
1934,Burma,MMR,0,2,Asia
1935,Burma,MMR,0,2,Asia
1936,Burma,MMR,0,2,Asia
1937,Burma,MMR,0,2,Asia
1938,Burma,MMR,0,2,Asia
1939,Burma,MMR,0,2,Asia
1940,Burma,MMR,0,2,Asia
1941,Burma,MMR,0,2,Asia
1942,Burma,MMR,0,2,Asia
1943,Burma,MMR,0,2,Asia
1944,Burma,MMR,0,2,Asia
1945,Burma,MMR,0,2,Asia
1946,Burma,MMR,0,2,Asia
1947,Burma,MMR,0,2,Asia
1948,Burma,MMR,0,2,Asia
1949,Burma,MMR,0,2,Asia
1950,Burma,MMR,0,2,Asia
1951,Burma,MMR,0,2,Asia
1952,Burma,MMR,0,2,Asia
1953,Burma,MMR,0,2,Asia
1954,Burma,MMR,0,2,Asia
1955,Burma,MMR,0,2,Asia
1956,Burma,MMR,0,2,Asia
1957,Burma,MMR,0,2,Asia
1958,Burma,MMR,0,2,Asia
1959,Burma,MMR,0,2,Asia
1960,Burma,MMR,0,2,Asia
1961,Burma,MMR,0,2,Asia
1962,Burma,MMR,0,2,Asia
1963,Burma,MMR,0,2,Asia
1964,Burma,MMR,0,2,Asia
1965,Burma,MMR,0,2,Asia
1966,Burma,MMR,0,2,Asia
1967,Burma,MMR,0,2,Asia
1968,Burma,MMR,0,2,Asia
1969,Burma,MMR,0,2,Asia
1970,Burma,MMR,0,2,Asia
1971,Burma,MMR,0,2,Asia
1972,Burma,MMR,0,2,Asia
1973,Burma,MMR,0,2,Asia
1974,Burma,MMR,0,2,Asia
1975,Burma,MMR,0,2,Asia
1976,Burma,MMR,0,2,Asia
1977,Burma,MMR,0,2,Asia
1978,Burma,MMR,0,2,Asia
1979,Burma,MMR,0,2,Asia
1980,Burma,MMR,0,2,Asia
1981,Burma,MMR,0,2,Asia
1982,Burma,MMR,0,2,Asia
1983,Burma,MMR,0,2,Asia
1984,Burma,MMR,0,2,Asia
1985,Burma,MMR,0,2,Asia
1986,Burma,MMR,0,2,Asia
1987,Burma,MMR,0,2,Asia
1988,Burma,MMR,0,2,Asia
1989,Burma,MMR,0,2,Asia
1990,Burma,MMR,0,2,Asia
1991,Burma,MMR,0,2,Asia
1992,Burma,MMR,0,2,Asia
1993,Burma,MMR,0,2,Asia
1994,Burma,MMR,0,2,Asia
1995,Burma,MMR,0,2,Asia
1996,Burma,MMR,0,2,Asia
1997,Burma,MMR,0,2,Asia
1998,Burma,MMR,0,2,Asia
1999,Burma,MMR,0,2,Asia
2000,Burma,MMR,0,2,Asia
2001,Burma,MMR,0,2,Asia
2002,Burma,MMR,0,2,Asia
2003,Burma,MMR,0,2,Asia
2004,Burma,MMR,0,2,Asia
2005,Burma,MMR,0,2,Asia
2006,Burma,MMR,0,2,Asia
2007,Burma,MMR,0,2,Asia
2008,Burma,MMR,0,2,Asia
2009,Burma,MMR,0,2,Asia
2010,Burma,MMR,0,2,Asia
2011,Burma,MMR,0,2,Asia
2012,Burma,MMR,0,2,Asia
2013,Burma,MMR,0,2,Asia
2014,Burma,MMR,0,2,Asia
2015,Burma,MMR,0,2,Asia
2016,Burma,MMR,0,2,Asia
2017,Burma,MMR,0,2,Asia
2018,Burma,MMR,0,2,Asia
2019,Burma,MMR,0,2,Asia
2020,Burma,MMR,0,2,Asia
2021,Burma,MMR,0,2,Asia
2022,Burma,MMR,0,2,Asia
2023,Burma,MMR,0,2,Asia
2024,Burma,MMR,0,2,Asia
1700,Montenegro,MNE,0,0,Europe
1703,Montenegro,MNE,0,0,Europe
1721,Montenegro,MNE,0,0,Europe
1733,Montenegro,MNE,0,0,Europe
1738,Montenegro,MNE,0,0,Europe
1748,Montenegro,MNE,0,0,Europe
1749,Montenegro,MNE,0,0,Europe
1751,Montenegro,MNE,0,0,Europe
1753,Montenegro,MNE,0,0,Europe
1755,Montenegro,MNE,0,0,Europe
1764,Montenegro,MNE,0,0,Europe
1767,Montenegro,MNE,0,0,Europe
1771,Montenegro,MNE,0,0,Europe
1776,Montenegro,MNE,0,0,Europe
1779,Montenegro,MNE,0,0,Europe
1780,Montenegro,MNE,0,0,Europe
1783,Montenegro,MNE,0,0,Europe
1784,Montenegro,MNE,0,0,Europe
1785,Montenegro,MNE,0,0,Europe
1786,Montenegro,MNE,0,0,Europe
1788,Montenegro,MNE,0,0,Europe
